0.00027613,-4.753e-05,0
0.00027613,-4.753e-05,0
0.00027613,-4.753e-05,0
0.00027613,-4.753e-05,0
0.00027613,-4.753e-05,0
-0.001224,-4.67559e-05,0
-0.00922389,-3.85305e-05,0
-0.049224,-3.54304e-05,0
-0.0907239,-0.000167847,0
-0.12772,-0.000648908,0
-0.165687,-0.00217216,0
-0.210465,-0.00653349,0
-0.239565,-0.0113462,0
-0.276792,-0.021069,0
-0.303002,-0.0308962,0
-0.344879,-0.0510671,0
-0.382,-0.0727559,0
-0.407152,-0.0891059,0
-0.444105,-0.114783,0
-0.478419,0.00307042,0.00080527
-0.498043,-0.0101035,0.000689371
-0.53138,-0.0330983,0.000495709
-0.566696,-0.0584946,0.000295987
-0.602945,-0.0851578,9.41069e-05
-0.632668,-0.107192,-7.0527e-05
-0.663586,-0.130134,-0.000241657
-0.696109,-0.154268,-0.000421678
-0.726635,-0.176898,-0.000590761
-0.720377,-0.186155,0.00110268
-0.74168,-0.20207,0.00101225
-0.770123,-0.223312,0.000891485
-0.802572,-0.247547,0.000753709
-0.833809,-0.270898,0.000621183
-0.863443,-0.293051,0.000495454
-0.899485,-0.319995,0.000342539
-0.936328,-0.347537,0.000186226
-0.961566,-0.366386,7.90689e-05
-0.99722,-0.393013,-7.23128e-05
-1.02887,-0.416648,-0.000206685
-1.03072,-0.410274,-0.00156775
-1.04365,-0.419931,-0.00158875
-1.08011,-0.447148,-0.00164813
-1.10455,-0.465393,-0.00168794
-1.1422,-0.493526,-0.00174906
-1.16784,-0.51268,-0.00179068
-1.20549,-0.540812,-0.0018518
-1.23833,-0.565354,-0.00190512
-1.27207,-0.590367,-0.00196127
-1.29938,-0.610617,-0.00200672
-1.33623,-0.63815,-0.00206654
-1.33184,-0.637735,-0.00262268
-1.35323,-0.653643,-0.00261704
-1.38653,-0.678412,-0.00260822
-1.42262,-0.705287,-0.00259856
-1.44749,-0.723801,-0.0025919
-1.48358,-0.750676,-0.00258224
-1.50805,-0.768879,-0.00257576
-1.54456,-0.796036,-0.0025661
-1.58146,-0.823508,-0.00255622
-1.58002,-0.815186,-0.0020864
-1.59274,-0.824693,-0.00207623
-1.62757,-0.850746,-0.0020483
-1.6636,-0.877715,-0.00201929
-1.68841,-0.896294,-0.0019993
-1.72485,-0.923545,-0.00197009
-1.75088,-0.94301,-0.00194922
-1.78811,-0.97086,-0.00191937
-1.82215,-0.996314,-0.00189208
-1.83002,-0.993835,-0.00631053
-1.84199,-1.00279,-0.00630843
-1.87322,-1.02615,-0.00630294
-1.90773,-1.0518,-0.00629785
-1.93623,-1.07297,-0.00629377
-1.97428,-1.1014,-0.00628726
-2.00711,-1.12596,-0.0062815
-2.03795,-1.149,-0.00627622
-2.068,-1.17145,-0.00627109
-2.08104,-1.17989,-0.00459696
-2.1033,-1.19651,-0.0046057
-2.13094,-1.21715,-0.00461654
-2.16778,-1.2447,-0.00463095
-2.19261,-1.26326,-0.00464065
-2.22987,-1.29109,-0.00465527
-2.26112,-1.31441,-0.00466758
-2.28917,-1.33534,-0.00467863
-2.32563,-1.36257,-0.00469293
-2.32964,-1.35498,-0.00415702
-2.34917,-1.36962,-0.00412947
-2.37518,-1.3891,-0.00409287
-2.41,-1.41519,-0.00404388
-2.43361,-1.43287,-0.00401066
-2.44327,-1.43998,-0.00399778
-2.44286,-1.43969,-0.00399826
-2.44038,-1.43801,-0.00400076
-2.42275,-1.42661,-0.00401579
-2.39393,-1.40857,-0.00403708
-2.35476,-1.38445,-0.00406381
-2.32098,-1.36398,-0.0040851
-2.28497,-1.34236,-0.00410668
-2.25659,-1.32551,-0.0041227
-2.21775,-1.30278,-0.00414277
-2.19135,-1.28751,-0.00415543
-2.15186,-1.26492,-0.00417304
-2.11355,-1.24327,-0.0041887
-2.08737,-1.22863,-0.00419853
-2.04799,-1.20685,-0.00421201
-2.02167,-1.19246,-0.00422014
-2.05364,-1.2022,-0.00132528
-2.02824,-1.18694,-0.00129067
-1.98785,-1.1629,-0.00123519
-1.96026,-1.14669,-0.00119689
-1.9203,-1.12391,-0.00114007
-1.88562,-1.10501,-0.00108908
-1.85157,-1.08703,-0.00103792
-1.8192,-1.07017,-0.000988834
-1.78903,-1.0545,-0.000942972
-1.78174,-1.05294,-0.00066749
-1.75744,-1.04057,-0.000613985
-1.72091,-1.02197,-0.00053351
-1.68704,-1.00473,-0.000458924
-1.65318,-0.987487,-0.000384337
-1.61262,-0.966863,-0.000294885
-1.58544,-0.953038,-0.000234921
-1.54533,-0.932621,-0.000146595
-1.50434,-0.911751,-5.63066e-05
-1.50013,-0.915663,0.00316942
-1.48074,-0.905851,0.00316068
-1.44281,-0.886666,0.00314362
-1.41604,-0.873135,0.00313168
-1.37498,-0.852388,0.00311338
-1.33393,-0.831642,0.00309508
-1.30537,-0.817209,0.00308234
-1.26342,-0.796012,0.00306364
-1.22593,-0.777069,0.00304693
-1.22025,-0.781744,0.00304376
-1.19557,-0.769299,0.00304447
-1.16165,-0.752187,0.00304545
-1.12057,-0.731473,0.00304663
-1.09067,-0.716373,0.00304741
-1.05273,-0.697217,0.00304839
-1.01969,-0.680556,0.00304934
-0.984873,-0.662994,0.00305034
-0.944693,-0.64273,0.0030515
-0.942216,-0.645404,0.00094003
-0.929467,-0.639003,0.000930157
-0.888811,-0.618576,0.000898608
-0.847717,-0.597904,0.000866602
-0.81913,-0.583524,0.000844338
-0.7776,-0.562608,0.000811876
-0.740133,-0.543629,0.000782063
-0.713409,-0.529998,0.000760344
-0.672926,-0.509229,0.000726871
-0.668098,-0.514909,0.00587212
-0.655443,-0.508505,0.00586132
-0.614077,-0.487267,0.00582455
-0.576526,-0.467362,0.00578818
-0.544967,-0.450044,0.00575479
-0.511043,-0.430804,0.0057159
-0.472257,-0.407986,0.0056675
-0.446646,-0.392365,0.00563289
-0.406793,-0.366525,0.00557169
-0.383656,-0.365428,0.00303978
-0.368915,-0.356456,0.00303065
-0.336103,-0.33538,0.00300803
-0.299154,-0.309698,0.00297853
-0.27506,-0.291824,0.00295697
-0.239148,-0.263887,0.00292214
-0.208688,-0.238742,0.00288961
-0.181782,-0.215584,0.00285891
-0.147356,-0.185076,0.00281783
-0.115443,-0.155518,0.0027771
-0.093808,-0.134735,0.00274795
-0.109812,-0.121501,0.00845047
-0.0899332,-0.100678,0.00844356
-0.0689259,-0.0785663,0.00843583
-0.0363093,-0.0461372,0.00843144
-0.00347651,-0.0168536,0.00844046
0.0227048,0.00483781,0.00845428
0.0549198,0.0309995,0.00847341
0.0844293,0.0549412,0.00849102
0.113871,0.0789652,0.00850805
0.139132,0.0720328,0.0052546
0.154512,0.0861305,0.005188
0.187054,0.11721,0.00504127
0.213083,0.143504,0.00491725
0.23897,0.171319,0.00478619
0.263459,0.199715,0.00465254
0.281231,0.221993,0.00454779
0.286708,0.229135,0.00451423
0.280237,0.220866,0.0045531
0.251589,0.18682,0.00471329
0.230053,0.163153,0.00482477
0.197334,0.129415,0.00498384
0.168402,0.101076,0.00511757
0.141127,0.0753417,0.00523909
0.113403,0.0493542,0.00536182
0.0804259,0.0180054,0.00550983
0.056146,-0.00507554,0.0056188
0.0253432,-0.0343573,0.00575705
-0.00763382,-0.065706,0.00590506
-0.0297393,-0.0867199,0.00600427
-0.0627163,-0.118069,0.00615228
-0.0848219,-0.139083,0.0062515
-0.120698,-0.173187,0.00641252
-0.0857636,-0.155772,0.00596878
-0.100337,-0.170892,0.00596433
-0.126709,-0.198251,0.00595627
-0.153081,-0.225611,0.00594821
-0.18431,-0.25801,0.00593867
-0.205824,-0.280329,0.0059321
-0.237053,-0.312729,0.00592256
-0.258924,-0.335398,0.00591581
-0.291573,-0.369207,0.00590562
-0.304816,-0.372642,0.00559093
-0.319864,-0.388273,0.005586
-0.340666,-0.40989,0.0055792
-0.372563,-0.443035,0.00556878
-0.403766,-0.47546,0.00555858
-0.426648,-0.499238,0.0055511
-0.458907,-0.532729,0.00554052
-0.488391,-0.563338,0.00553085
-0.514047,-0.589999,0.00552246
-0.523932,-0.587047,0.0013196
-0.53676,-0.600399,0.00132278
-0.564472,-0.629244,0.00132966
-0.589414,-0.655204,0.00133585
-0.621283,-0.688375,0.00134376
-0.64589,-0.713963,0.00134977
-0.673269,-0.742435,0.00135646
-0.705139,-0.775606,0.00136437
-0.725923,-0.79724,0.00136953
-0.74044,-0.803203,0.0016293
-0.764272,-0.827987,0.00170691
-0.796156,-0.861144,0.00181075
-0.817643,-0.883489,0.00188073
